Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Bán dãy trọ 20 phòng, dt 227m² Cn 160.5 m², P. Linh Trung Thủ Đức, giá 14 tỷ",227,,,07/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,14,https://batdongsan.vn/ban-day-tro-20-phong-dt-227m-cn-1605-m-p-linh-trung-thu-duc-gia-14-ty-r285023
BÁN NHÀ NGUYỄN TRÃI- NGÃ TƯ SỞ-33M X 5 TẦNG-MỚI KOONG- HÀNG XÓM ROYAL-BAGAC ĐỖ CỬA,33,3,,07/12/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,4.15,https://batdongsan.vn/ban-nha-nguyen-trai-nga-tu-so-33m-x-5-tang-moi-koong-hang-xom-royal-bagac-d-cua-r285017
Chính chủ bán nhà p.Tân Phong sổ riêng sau lưng GX Phú Hải,40,,,07/12/2023,Đồng Nai,Biên Hòa,,,Bán Nhà,2.3,https://batdongsan.vn/chinh-chu-ban-nha-ptan-phong-so-rieng-sau-lung-gx-phu-hai-r285016
Báo giá cửa Vòm nhựa Composite mới nhất năm 2023,,,,07/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/bao-gia-cua-vom-nhua-composite-moi-nhat-nam-2023-r285015
"Bán nhà Mặt tiền gần CMT8 Phường 7 Tân Bình, gần 60m2 3 Tầng, giá 5 tỷ nhỉnh",,,,07/12/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà mặt phố,5.75,https://batdongsan.vn/ban-nha-mat-tien-gan-cmt8-phuong-7-tan-binh-gan-60m2-3-tang-gia-5-ty-nhinh-r285010
"Bán nhà Thạch Bàn, Long Biên, 80m, MT 4.9m, đường ô tô tránh, 6 tỷ 9",80,3,2,07/12/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,6.9,https://batdongsan.vn/ban-nha-thach-ban-long-bien-80m-mt-49m-duong-o-to-tranh-6-ty-9-r285005
"NHÀ GIẢM SÂU VƯỜN LÀI,TÂN PHÚ-HẺM XE TẢI 1 SẸC THÔNG-48m2- 4.6 TỶ(TL)",48,2,2,07/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,,https://batdongsan.vn/nha-giam-sau-vuon-laitan-phu-hem-xe-tai-1-sec-thong-48m2-46-tytl-r285003
"Chỉ 2,55 tỷ nhà 5 tầng x 30m2 Yên Nghĩa Hà Đông - cách bến xe Hà Đông 300m, lô góc",31,,,07/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,2.55,https://batdongsan.vn/chi-255-ty-nha-5-tang-x-30m2-yen-nghia-ha-dong-cach-ben-xe-ha-dong-300m-lo-goc-r285000
"Gấp bán GIẢM 1,3 TỶ - Nhà QUẬN 3 – 60m2 - NGANG 5M – Chỉ 5.x tỷ",60,3,2,07/12/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà riêng,5100000000,https://batdongsan.vn/gap-ban-giam-13-ty-nha-quan-3-60m2-ngang-5m-chi-5x-ty-r284992
Tài khoản Scan Facebook là gì,,,,07/12/2023,Hà Nội,Ba Đình,,,Bán Nhà mặt phố,,https://batdongsan.vn/tai-khoan-scan-facebook-la-gi-r284990
6.9 Tỷ Diện Tích 140M2 Nhà 3 Tầng Mặt Tiền Đường K20 Ngũ Hành Sơn Đà Nẵng.,140,,,07/12/2023,Đà Nẵng,Ngũ Hành Sơn,,,Bán Nhà mặt phố,6.9,https://batdongsan.vn/69-ty-dien-tich-140m2-nha-3-tang-mat-tien-duong-k20-ngu-hanh-son-da-nang-r284989
Cổ nhuế 33m 6t nhỉnh 4tỷ - nhà đẹp 6 tầng thang máy 10m ra ô tô thoáng đẹp ở ngay - hiếm có căn thứ 2 tầm tiền,33,4,5,07/12/2023,Hà Nội,Bắc Từ Liêm,,,Bán Nhà riêng,4.5,https://batdongsan.vn/co-nhue-33m-6t-nhinh-4ty-nha-dep-6-tang-thang-may-10m-ra-o-to-thoang-dep-o-ngay-hiem-co-can-thu-2-tam-tien-r284987
BÁN NHÀ PHỐ TRỊNH ĐÌNH CỬU 44M - 4 TẦNG - Ô TÔ - 7M RA MẶT PHỐ - 4 NGỦ Ở NGAY. LH: 0393838449,44,,,07/12/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,5.35,https://batdongsan.vn/ban-nha-pho-trinh-dinh-cuu-44m-4-tang-o-to-7m-ra-mat-pho-4-ngu-o-ngay-lh-0393838449-r284984
"Bán nhà phố Khâm Thiên, Đống Đa, gần phố, ở ngay 3 tầng 17m2 giá 1.68 tỷ",17,2,2,07/12/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,1.68,https://batdongsan.vn/ban-nha-pho-kham-thien-dong-da-gan-pho-o-ngay-3-tang-17m2-gia-168-ty-r284983
"Bán nhà Gò Vấp, HXT tránh Nguyễn Văn Khối P11 58m2, 5 tầng chỉ 9.7 tỷ",58,4,,07/12/2023,TP Hồ Chí Minh,Gò Vấp,Bắc,,Bán Nhà riêng,9.7,https://batdongsan.vn/ban-nha-go-vap-hxt-tranh-nguyen-van-khoi-p11-58m2-5-tang-chi-97-ty-r284982
BÁN CĂN LÔ GÓC 2 THOÁNG ĐẸP NHẤT LÁNG HẠ ĐỐNG ĐA 40m2 NGÕ THÔNG KD CHỈ 6.3 TỶ,40,4,5,07/12/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,6.3,https://batdongsan.vn/ban-can-lo-goc-2-thoang-dep-nhat-lang-ha-dong-da-40m2-ngo-thong-kd-chi-63-ty-r284980
BÁN NHÀ MỚI 4 TẦNG HXH 1/ ĐƯỜNG TỈNH LỘ 10-BÌNH TRỊ ĐÔNG-BÌNH TÂN -48M2 - NHỈNH 4Tỷ.,48,4,5,07/12/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,4.55,https://batdongsan.vn/ban-nha-moi-4-tang-hxh-1-duong-tinh-lo-10-binh-tri-dong-binh-tan-48m2-nhinh-4ty-r284979
"Bán nhà mặt tiền đường nhựa 18m, An Phú, Q2, 16 tỷ, 4x20m, 4 tầng, thích hợp làm văn phòng",80,4,4,07/12/2023,TP Hồ Chí Minh,Quận 2,,,Bán Nhà mặt phố,16,https://batdongsan.vn/ban-nha-mat-tien-duong-nhua-18m-an-phu-q2-16-ty-4x20m-4-tang-thich-hop-lam-van-phong-r284978
"Mặt phố kinh doanh KĐT Đô Nghĩa Hà Đông, nhà 5 tầng x 50m2, Ô CHỜ THANG MÁY, CHỈ 7,4 TỶ",50,,,07/12/2023,Hà Nội,Hà Đông,,,Bán Nhà mặt phố,7.4,https://batdongsan.vn/mat-pho-kinh-doanh-kdt-do-nghia-ha-dong-nha-5-tang-x-50m2-o-cho-thang-may-chi-74-ty-r284977
NHÀ BÁN 2 TẦNG - HIỆP BÌNH CHÁNH - NGAY GẦN SÔNG SG + VÒNG XOAY BÌNH TRIỆU,35,2,2,07/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,3.35,https://batdongsan.vn/nha-ban-2-tang-hiep-binh-chanh-ngay-gan-song-sg-vong-xoay-binh-trieu-r284975
Siêu Hot Lý Thánh Tông Tân Phú-Ngang 4m-75m2 chỉ 8 tỷ hơn,75,,,07/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,8.6,https://batdongsan.vn/sieu-hot-ly-thanh-tong-tan-phu-ngang-4m-75m2-chi-8-ty-hon-r284973
Siêu Hot Lý Thánh Tông Tân Phú-Ngang 4m-75m2 chỉ 8 tỷ hơn,75,,,07/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,8.6,https://batdongsan.vn/sieu-hot-ly-thanh-tong-tan-phu-ngang-4m-75m2-chi-8-ty-hon-r284972
Quận 7 Thông số cực đẹp 4x13m - cách 1 căn ra Ô TÔ,50,4,3,07/12/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà riêng,4300000000,https://batdongsan.vn/quan-7-thong-so-cuc-dep-4x13m-cach-1-can-ra-o-to-r284971
"Bán nhà Gò Vấp HXT tránh Quang Trung Phường 8, 57m2 5 tầng chỉ 10.9 tỷ",57,3,4,07/12/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,10.9,https://batdongsan.vn/ban-nha-go-vap-hxt-tranh-quang-trung-phuong-8-57m2-5-tang-chi-109-ty-r284968
"Bán nhà Võng Thị, Tây Hồ 45m2, mt 4.5m giá hơn 10 tỷ",45,4,5,07/12/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,10.5,https://batdongsan.vn/ban-nha-vong-thi-tay-ho-45m2-mt-45m-gia-hon-10-ty-r284966
Nhà Hiệp Thành cần bán,92,2,1,07/12/2023,Bình Dương,Thủ Dầu Một,Tây-Bắc,,Bán Nhà,2.7,https://batdongsan.vn/nha-hiep-thanh-can-ban-r284965
"HXH Hương Lộ 2, BTĐ, Bình Tân, 300m2, 4 tầng, Kinh Doanh CHDV, Xưởng giá nhỉnh 13.5 tỷ",300,,,07/12/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,13.5,https://batdongsan.vn/hxh-huong-lo-2-btd-binh-tan-300m2-4-tang-kinh-doanh-chdv-xuong-gia-nhinh-135-ty-r284964
bán nhà mặt phố đường đặng thành chơn. phường quang trung tp quy nhơn,42,2,1,07/12/2023,Bình Định,Quy Nhơn,,,Bán Nhà mặt phố,2,https://batdongsan.vn/ban-nha-mat-pho-duong-dang-thanh-chon-phuong-quang-trung-tp-quy-nhon-r284963
"Bán nhà 53m Kiến Hưng, Hà Đông chỉ 2.9 tỷ",53,2,1,07/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,2.9,https://batdongsan.vn/ban-nha-53m-kien-hung-ha-dong-chi-29-ty-r284962
"Em trai nhờ bán nhà Vạn Phúc 38m2, 4 tầng, giá 3.8 tỷ",38,4,3,08/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.8,https://batdongsan.vn/em-trai-nho-ban-nha-van-phuc-38m2-4-tang-gia-38-ty-r284961
"Shophouse Phú Mỹ An Huế - 1 căn duy nhất đường 19m5, đã có sổ",126,5,5,07/12/2023,Thừa Thiên Huế,Huế,Tây,Tây,Bán Nhà mặt phố,6.7,https://batdongsan.vn/shophouse-phu-my-an-hue-1-can-duy-nhat-duong-19m5-da-co-so-r284960
"nhà mặt phố Hoàng Như Tiếp-Long Biên, 108m x 6tầng, nở hậu, kinh doanh ngày đêm",108,2,4,09/05/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,21.5,https://batdongsan.vn/nha-mat-pho-hoang-nhu-tiep-long-bien-108m-x-6tang-no-hau-kinh-doanh-ngay-dem-r284959
"bán nhà Việt Hưng, 80m x5tầng, mặt tiền 7.6m, vỉa hè, kinh doanh, ôtô dừng đỗ",80,4,4,28/11/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,15.5,https://batdongsan.vn/ban-nha-viet-hung-80m-x5tang-mat-tien-76m-via-he-kinh-doanh-oto-dung-do-r284958
"nhà đẹp Long Biên, 55m x 5tầng, mặt tiền 6.5m, nở hậu, gara 7 chỗ, thang máy, full nội thất",55,4,4,28/11/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,8,https://batdongsan.vn/nha-dep-long-bien-55m-x-5tang-mat-tien-65m-no-hau-gara-7-cho-thang-may-full-noi-that-r284957
Connect to success: Facebook Ads - Bringing Brands to the Right Audience,,,,01/12/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,,https://batdongsan.vn/connect-to-success-facebook-ads-bringing-brands-to-the-right-audience-r284956
"Bán nhà 4 tầng lô góc đường Đồng Thiện, quận Lê Chân, Hải Phòng, 43m2",43,,,01/12/2023,Hải Phòng,Lê Chân,,,Bán Nhà riêng,2.7,https://batdongsan.vn/ban-nha-4-tang-lo-goc-duong-dong-thien-quan-le-chan-hai-phong-43m2-r284954
"Nhà rộng ô tô đỗ cửa và vào trong. Cạnh C/c Bàu Cát, 4.9 tỷ",56,2,2,01/12/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,4.9,https://batdongsan.vn/nha-rong-o-to-do-cua-va-vao-trong-canh-cc-bau-cat-49-ty-r284952
"Bán nhà hẻm 4m Phạm Văn Chiêu Phường 14 Gò Vấp, 50m2 2 tầng chỉ 4.7 tỷ",50,3,2,01/12/2023,TP Hồ Chí Minh,Gò Vấp,Đông,,Bán Nhà riêng,4.7,https://batdongsan.vn/ban-nha-hem-4m-pham-van-chieu-phuong-14-go-vap-50m2-2-tang-chi-47-ty-r284950
"Bán nhà mặt tiền Đường số 4 phường 11 Gò Vấp, 42m2, 4 tầng chỉ 6.25 tỷ",42,3,3,01/12/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,6.25,https://batdongsan.vn/ban-nha-mat-tien-duong-so-4-phuong-11-go-vap-42m2-4-tang-chi-625-ty-r284947
"Phạm Văn Hai – HXH 1 xẹc gần Trường Sa, DTSD 88M2, 5 tỷ",44,2,2,01/12/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5,https://batdongsan.vn/pham-van-hai-hxh-1-xec-gan-truong-sa-dtsd-88m2-5-ty-r284945
HXH QUANG TRUNG - PHƯỜNG 11 - THÔNG TỨ TUNG - 2 LẦU - 85m2 - 7.5 TỶ,85,2,2,01/12/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,7.5,https://batdongsan.vn/hxh-quang-trung-phuong-11-thong-tu-tung-2-lau-85m2-75-ty-r284942
BÁN NHÀ ĐỐNG ĐA- 42M X 4 TẦNG- Ở LUÔN- FULL NỘI THẤT- DÂN XÂY-NGÕ RỘNG-CHỈ 3 TỶ 450 TRIỆU,42,,,01/12/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,3.45,https://batdongsan.vn/ban-nha-dong-da-42m-x-4-tang-o-luon-full-noi-that-dan-xay-ngo-rong-chi-3-ty-450-trieu-r284936
BÁN KHỐI VĂN PHÒNG 123m2 HUỲNH THÚC KHÁNG - ĐỐNG ĐA - MT:23m2 VỈA HÈ KD CHỈ 64 TỶ,123,14,14,01/12/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,64,https://batdongsan.vn/ban-khoi-van-phong-123m2-huynh-thuc-khang-dong-da-mt23m2-via-he-kd-chi-64-ty-r284935
"Duy nhất cả phố một nhà bán, phân lô ngay cạnh sân vận động Hà Đông, 47m2, 7.8 tỷ",47,4,4,01/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,7.8,https://batdongsan.vn/duy-nhat-ca-pho-mot-nha-ban-phan-lo-ngay-canh-san-van-dong-ha-dong-47m2-78-ty-r284930
"Bán nhà 32m2 Mậu Lương , Hà Đông - 5 Tầng , 3,75 Tỷ",32,,3,02/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.75,https://batdongsan.vn/ban-nha-32m2-mau-luong-ha-dong-5-tang-375-ty-r284928
",Bán nhà bình Tân, kế MT Gò xoài, 3 tầng 4x20m, kinh doanh-Bình Tân",80,4,4,02/12/2023,TP Hồ Chí Minh,Bình Tân,Tây-Nam,Tây-Nam,Bán Nhà riêng,5.38,https://batdongsan.vn/ban-nha-binh-tan-ke-mt-go-xoai-3-tang-4x20m-kinh-doanh-binh-tan-r284927
"GẤP NHÀ MỚI MỄ TRÌ THƯỢNG, BÃI GỬI Ô TÔ SÁT NHÀ- NGÕ THÔNG 34M*5T GIÁ 4.3 TỶ",34,4,4,02/12/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,4.3,https://batdongsan.vn/gap-nha-moi-me-tri-thuong-bai-gui-o-to-sat-nha-ngo-thong-34m5t-gia-43-ty-r284926
"Nhà Vạn Phúc-lô góc-oto đỗ cửa-39m2-giá 4,5 tỷ",39,3,3,02/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.5,https://batdongsan.vn/nha-van-phuc-lo-goc-oto-do-cua-39m2-gia-45-ty-r284924
"Bán nhà mới đẹp, cách Giải Phóng 100m, Q. Hoàng Mai , DT 32m² x 5, giá nhỉnh 4 tỷ",32,,,02/12/2023,Hà Nội,Hoàng Mai,,,Bán Nhà riêng,4.95,https://batdongsan.vn/ban-nha-moi-dep-cach-giai-phong-100m-q-hoang-mai-dt-32m-x-5-gia-nhinh-4-ty-r284919
"Rẻ Vô Đối, nhà Lê Trọng Tấn, DT 38m2, giá 4.0 tỷ",38,3,4,02/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4,https://batdongsan.vn/re-vo-doi-nha-le-trong-tan-dt-38m2-gia-40-ty-r284917
"BÁN NHÀ VỪA XÂY NGAY TP BIÊN HÒA,SỔ RIÊNG THỔ CƯ,GIÁ GIẢM CHỈ CÒN 1,4TỶ",100,2,2,02/12/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.4,https://batdongsan.vn/ban-nha-vua-xay-ngay-tp-bien-hoaso-rieng-tho-cugia-giam-chi-con-14ty-r284916
"Bán nhà 5 tầng Phố Tô Hiệu, Lê Chân, Hải Phòng đường to, dân cư văn minh Giá: 6,1 tỷ",66,5,5,02/12/2023,Hải Phòng,Lê Chân,Tây-Nam,Tây-Nam,Bán Nhà riêng,6.1,https://batdongsan.vn/ban-nha-5-tang-pho-to-hieu-le-chan-hai-phong-duong-to-dan-cu-van-minh-gia-61-ty-r284915
Bán nhà đường Vườn Lài Phú Thọ Hòa Tân Phú,80,4,4,02/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,9.3,https://batdongsan.vn/ban-nha-duong-vuon-lai-phu-tho-hoa-tan-phu-r284914
Digital Marketing effective business solution,150,12,12,02/12/2023,An Giang,Châu Phú,Tây,Nam,Bán Nhà mặt phố,121121.21,https://batdongsan.vn/digital-marketing-effective-business-solution-r284913
Gia đình tôi cần bán nhà 3 tầng đường 5m Tôn Đản thiết kế hiện đại,70,4,3,02/12/2023,Đà Nẵng,Cẩm Lệ,Đông-Bắc,Đông-Bắc,Bán Nhà,3490000000,https://batdongsan.vn/gia-dinh-toi-can-ban-nha-3-tang-duong-5m-ton-dan-thiet-ke-hien-dai-r284912
NHÀ CUỐI ĐỒNG KHỞI THÀNH PHỐ BIÊN HÒA HOÀN THIỆN CHỈ 1TY390 SỔ RIÊNG,100,,,02/12/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1390000000,https://batdongsan.vn/nha-cuoi-dong-khoi-thanh-pho-bien-hoa-hoan-thien-chi-1ty390-so-rieng-r284911
NHÀ CUỐI ĐỒNG KHỞI THÀNH PHỐ BIÊN HÒA HOÀN THIỆN CHỈ 1TY390 SỔ RIÊNG,100,,,02/12/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1390000000,https://batdongsan.vn/nha-cuoi-dong-khoi-thanh-pho-bien-hoa-hoan-thien-chi-1ty390-so-rieng-r284910
Ông a cần bán nhà đẹp ở Quang Châu- Hòa Châu- Đà Nẵng,,,,02/12/2023,Đà Nẵng,Hòa Vang,Tây,,Bán Nhà,,https://batdongsan.vn/ong-a-can-ban-nha-dep-o-quang-chau-hoa-chau-da-nang-r284909
"Nhà Mặt tiền sát đường Tô Ngọc Vân, P. Tam Bình, dt 121 m² giá 74tr/ m²",121,,,02/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,9,https://batdongsan.vn/nha-mat-tien-sat-duong-to-ngoc-van-p-tam-binh-dt-121-m-gia-74tr-m-r284908
Giá cửa nhựa Composite cửa nhựa ABS và cửa nhựa Đài Loan,,,,02/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/gia-cua-nhua-composite-cua-nhua-abs-va-cua-nhua-dai-loan-r284906
"Bán nhà khu quy hoạch Trung Tiền, phân lô, ô tô vào nhà, ở ngay 5 tầng 54m2 giá 13.5 tỷ",54,4,4,02/12/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,13.5,https://batdongsan.vn/ban-nha-khu-quy-hoach-trung-tien-phan-lo-o-to-vao-nha-o-ngay-5-tang-54m2-gia-135-ty-r284905
"Nhà BTCT mới dọn vào ở ngay, 3 phòng ngủ, ngay Bình Thạnh",40,3,2,02/12/2023,TP Hồ Chí Minh,Gò Vấp,Tây-Nam,,Bán Nhà riêng,4.3,https://batdongsan.vn/nha-btct-moi-don-vao-o-ngay-3-phong-ngu-ngay-binh-thanh-r284904
"Bán nhà gác lửng 41m2 SHR thổ cư (P. Tân Vạn) chỉ 1,350 tỉ",41,3,2,02/12/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.35,https://batdongsan.vn/ban-nha-gac-lung-41m2-shr-tho-cu-p-tan-van-chi-1350-ti-r284903
"Cần bán 74,1m2 Shophouse Eurowindow Trâu Quỳ - View bể bơi và công viên lớn nhất khu",74,5,5,02/12/2023,Hà Nội,Gia Lâm,Tây-Nam,Tây-Nam,Bán Nhà mặt phố,11.8,https://batdongsan.vn/can-ban-741m2-shophouse-eurowindow-trau-quy-view-be-boi-va-cong-vien-lon-nhat-khu-r284901
"Cần bán 74,1m2 Shophouse Eurowindow Trâu Quỳ - View bể bơi và công viên lớn nhất khu",74,5,5,02/12/2023,Hà Nội,Gia Lâm,Tây-Nam,Tây-Nam,Bán Nhà mặt phố,11.8,https://batdongsan.vn/can-ban-741m2-shophouse-eurowindow-trau-quy-view-be-boi-va-cong-vien-lon-nhat-khu-r284900
"Bán nhà 65m2 SHR thổ cư (P. Hiệp Hoà) chỉ 1,550 tỉ",65,2,,02/12/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.55,https://batdongsan.vn/ban-nha-65m2-shr-tho-cu-p-hiep-hoa-chi-1550-ti-r284898
Bán Nhà Đường Mỹ An 4 Sát Mai Hắc Đế Vị Trí Kinh Doanh Gần Vimcom Sơn Trà Đà Nẵng.,58,,,02/12/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà mặt phố,3.8,https://batdongsan.vn/ban-nha-duong-my-an-4-sat-mai-hac-de-vi-tri-kinh-doanh-gan-vimcom-son-tra-da-nang-r284897
"Cần bán căn nhà MT đường Sau lưng Gigamall, dt 220 m² giá 15,5 tỷ",220,4,4,02/12/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,15.5,https://batdongsan.vn/can-ban-can-nha-mt-duong-sau-lung-gigamall-dt-220-m-gia-155-ty-r284896
Bán Tòa Căn Hộ 4 Tầng- 100M2 – Trần Văn Dư – Giá 6.9 Tỷ.,100,,,02/12/2023,Đà Nẵng,Ngũ Hành Sơn,,,Bán Nhà riêng,6.9,https://batdongsan.vn/ban-toa-can-ho-4-tang-100m2-tran-van-du-gia-69-ty-r284893
"Bán nhà Mậu Lương 57m, 4 tầng, 4.25 tỷ Kiến Hưng, Hà Đông",57,3,2,02/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.25,https://batdongsan.vn/ban-nha-mau-luong-57m-4-tang-425-ty-kien-hung-ha-dong-r284891
NHÀ ĐẸP HXH NGAY TRUNG TÂM TÂN PHÚ-61M2 NGANG 4M- 5 TẦNG - NHỈNH 8 TỶ,61,5,5,02/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,8.9,https://batdongsan.vn/nha-dep-hxh-ngay-trung-tam-tan-phu-61m2-ngang-4m-5-tang-nhinh-8-ty-r284888
"Nhà 4 tầng, chân đế chung cư, tiện ích đầy đủ, giá ưu đãi, môi trường sống trong lành",75,,,02/12/2023,Bắc Ninh,Từ Sơn,,,Bán Nhà mặt phố,3450,https://batdongsan.vn/nha-4-tang-chan-de-chung-cu-tien-ich-day-du-gia-uu-dai-moi-truong-song-trong-lanh-r284887
BÁN NHÀ DIỆN TÍCH LỚN NGAY TRUNG TÂM TÂN PHÚ- 96M2 NGANG 4.3M - TIỆN KINH DOANH CĂN HỘ- CHỈ NHỈNH 5 TỶ X,96,1,1,02/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.7,https://batdongsan.vn/ban-nha-dien-tich-lon-ngay-trung-tam-tan-phu-96m2-ngang-43m-tien-kinh-doanh-can-ho-chi-nhinh-5-ty-x-r284885
Nhà Mới Sát Mặt Tiền Âu Cơ Tân Phú với 57m2,57,,,02/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,3.4,https://batdongsan.vn/nha-moi-sat-mat-tien-au-co-tan-phu-voi-57m2-r284884
"Nhà Phùng Hưng, ngõ rộng ô tô tránh, 1 nhà ra phố, 47m2, 7.1 tỷ",47,,4,02/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,7.1,https://batdongsan.vn/nha-phung-hung-ngo-rong-o-to-tranh-1-nha-ra-pho-47m2-71-ty-r284883
"Cần bán nhà Nguyễn Giản Thanh,",90,4,4,02/12/2023,Đà Nẵng,Ngũ Hành Sơn,Đông,Đông,Bán Nhà mặt phố,4.9,https://batdongsan.vn/can-ban-nha-nguyen-gian-thanh-r284882
Nhà Siêu Rẻ Sát Mặt Tiền Âu Cơ Tân Phú Chỉ Nhỉnh 3 tỷ.,57,,,02/12/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,3.4,https://batdongsan.vn/nha-sieu-re-sat-mat-tien-au-co-tan-phu-chi-nhinh-3-ty-r284881
"Bán nhà Lạc Long Quân 108m2, ngõ ô tô, MT 6m 5 tầng kinh doanh giá 28 tỷ 500tr",108,2,5,02/12/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,28.5,https://batdongsan.vn/ban-nha-lac-long-quan-108m2-ngo-o-to-mt-6m-5-tang-kinh-doanh-gia-28-ty-500tr-r284878
"Chính Chủ Bán Nhà Mỹ Đình, Nam Từ Liêm, Diện Tích 43m2, 6 Tầng, Mặt Tền 6m, Chỉ Hơn 4 Tỷ.",43,6,5,03/12/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,4.6,https://batdongsan.vn/chinh-chu-ban-nha-my-dinh-nam-tu-liem-dien-tich-43m2-6-tang-mat-ten-6m-chi-hon-4-ty-r284877
"Nhà Ngô Quyền, Taxi đỗ cửa, 40m2, nhỉnh 4 tỷ",40,4,3,03/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.4,https://batdongsan.vn/nha-ngo-quyen-taxi-do-cua-40m2-nhinh-4-ty-r284876
"Bán nhà Đa Sỹ-Kiến Hưng, DT 45m2, giá hạt dẻ 4,25 tỷ",45,4,3,03/12/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.25,https://batdongsan.vn/ban-nha-da-sy-kien-hung-dt-45m2-gia-hat-de-425-ty-r284875
Bán nhà hẻm 4.5m Nguyễn Văn Khối Phường 11 Gò Vấp 55m2 4 tầng chỉ 7 tỷ,55,4,5,03/12/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,7,https://batdongsan.vn/ban-nha-hem-45m-nguyen-van-khoi-phuong-11-go-vap-55m2-4-tang-chi-7-ty-r284872
"Bán nhà 1 Trệt 2 Lầu 75m2 đường ô tô (P.Hóa An) chỉ 3,7 tỉ",75,3,4,03/12/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,3.7,https://batdongsan.vn/ban-nha-1-tret-2-lau-75m2-duong-o-to-phoa-an-chi-37-ti-r284871
